

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-04-12T14:47:45PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
4796|WISEA J103631.95+342625.1|159.13316 |  34.44024 |*|716781| 2.390925 |SLS |19.9g|  0.000|12|0|17|5|5|4|0
4797|WISEA J103632.69+573051.3|159.13622 |  57.51426 |G|224844| 0.750000 |PUN |24.1g|  0.000|1|0|22|3|1|0|0
4798|SDSS J103632.72+323805.2|159.13636 |  32.63482 |QSO|486105| 1.621470 |SLS |19.5g|  0.000|24|0|26|8|13|8|0
4799|WISEA J103632.89+365537.3|159.13704 |  36.92703 |QSO|570411| 1.902685 |SLS |18.0g|  0.000|35|0|50|14|15|8|0
4800|WISEA J103632.99+575234.8|159.13728 |  57.87633 |*|494658| 1.650000 |PUN |21.4g|  0.000|3|0|31|3|2|4|1
4801|WISEA J103633.22+564451.7|159.13842 |  56.74771 |*|361939| 1.207300 |SLS |20.5g|  0.000|4|0|25|5|2|4|0
4802|WISEA J103633.45+584303.1|159.13939 |  58.71753 |*|224844| 0.750000 |PUN |21.2g|  0.000|3|0|39|5|2|4|0
4803|WISEA J103633.47+433949.7|159.13974 |  43.66382 |*|738101| 2.462040 |SLS |21.2g|  0.000|10|0|17|6|5|4|0
4804|WISEA J103634.23+580849.4|159.14272 |  58.14718 |G|1034284| 3.450000 |PUN |21.6g|  0.000|1|0|49|5|1|4|0
4805|WISEA J103634.24+573305.5|159.14278 |  57.55133 |*|494658| 1.650000 |PUN |21.4g|  0.000|6|0|31|3|2|4|0
4806|WISEA J103634.43+415146.9|159.14338 |  41.86305 |*|713150| 2.378813 |SLS |20.9g|  0.000|12|0|17|5|5|4|0
4807|WISEA J103634.79+501437.6|159.14498 |  50.24378 |QSO|400172| 1.334831 |SLS |18.6g|  0.000|31|0|46|9|12|8|0
4808|WISEA J103635.27+305231.2|159.14699 |  30.87535 |QSO|193017| 0.643834 |SLS |20.5g|  0.000|13|0|45|9|10|8|0
4809|WISEA J103635.47+585109.5|159.14782 |  58.85265 |*|224844| 0.750000 |PUN |21.9g|  0.000|1|0|35|4|1|4|0
4810|WISEA J103635.97+591800.5|159.14991 |  59.30016 |QSO|1089668| 3.634740 |SLS |20.8g|  0.000|35|0|41|8|14|8|0
4811|WISEA J103636.42+332415.5|159.15176 |  33.40431 |QSO|459105| 1.531410 |SLS |19.4g|  0.000|27|0|46|9|12|8|0
4812|WISEA J103636.99+585819.4|159.15409 |  58.97204 |*|614575| 2.050000 |PUN |21.3g|  0.000|4|0|45|5|2|4|0
4813|WISEA J103637.15+311006.1|159.15483 |  31.16837 |*|354182| 1.181424 |SLS |20.2g|  0.000|7|0|25|6|3|4|0
4814|WISEA J103637.32+572926.0|159.15550 |  57.49050 |*|104927| 0.350000 |PUN |23.3g|  0.000|1|0|26|3|1|0|0
4815|WISEA J103638.42+360258.4|159.15995 |  36.04976 |*|821334| 2.739675 |SLS |20.4g|  0.000|11|0|21|5|4|4|0
4816|WISEA J103638.41+402911.7|159.16008 |  40.48660 |*|618229| 2.062191 |SLS |19.2g|  0.000|11|0|17|6|4|4|0
4817|WISEA J103638.42+484116.8|159.16010 |  48.68801 |QSO|713282| 2.379252 |SLS |18.6g|  0.000|34|0|41|10|14|8|0
4818|SDSS J103638.92+473449.7|159.16219 |  47.58050 |QSO|1103536| 3.681000 |SUN |21.25|  0.000|9|0|16|2|1|4|0
4819|WISEA J103639.31+511750.7|159.16383 |  51.29743 |QSO|675041| 2.251693 |SLS |18.8g|  0.000|31|0|44|10|14|8|0
4820|WISEA J103639.31+305654.4|159.16383 |  30.94845 |QSO|215835| 0.719949 |SLS |19.1g|  0.000|24|0|49|8|10|8|0
4821|WISEA J103639.51+583506.9|159.16464 |  58.58527 |*| 74948| 0.250000 |PUN |22.5g|  0.000|1|0|31|3|1|4|0
4822|WISEA J103639.52+325136.3|159.16470 |  32.86009 |QSO|102242| 0.341043 |SLS |19.6g|  0.000|10|0|41|7|6|8|0
4823|WISEA J103639.96+322210.2|159.16651 |  32.36952 |QSO|446238| 1.488489 |SLS |20.0g|  0.000|18|0|38|6|10|8|0
4824|WISEA J103639.98+421524.0|159.16660 |  42.25668 |QSO|611643| 2.040222 |SLS |19.3g|  0.000|24|0|41|9|12|8|0
4825|WISEA J103640.08+573052.4|159.16708 |  57.51446 |*|104927| 0.350000 |PUN |23.2g|  0.000|2|0|31|3|1|4|0
4826|SDSS J103640.19+590902.9|159.16748 |  59.15081 |G|704512| 2.350000 |PUN |22.2g|  0.000|1|0|27|2|1|3|0
4827|SDSS J103640.27+574129.7|159.16780 |  57.69159 |*|374741| 1.250000 |PUN |19.9g|  0.000|3|0|27|4|2|4|2
4828|SBS 1033+571|159.16920 |  56.85690 |QSO|378952| 1.264047 |SLS |17.3g|  0.000|50|0|64|14|13|6|1
4829|WISEA J103640.75+385107.1|159.16981 |  38.85199 |*|380869| 1.270443 |SLS |20.0g|  0.000|4|0|23|5|2|4|0
4830|SDSS J103641.26+433237.9|159.17195 |  43.54387 |QSO|930451| 3.103651 |SLS |20.5g|  0.000|16|0|5|6|6|4|0
4831|WISEA J103641.29+581151.6|159.17206 |  58.19768 |G|104927| 0.350000 |PUN |22.0g|  0.000|1|0|37|3|1|4|0
4832|WISEA J103641.45+590952.5|159.17264 |  59.16453 |*|704512| 2.350000 |PUN |21.3g|  0.000|2|0|31|3|1|4|0
4833|WISEA J103641.44+573530.9|159.17285 |  57.59189 |*|752584| 2.510351 |SLS |19.9g|  0.000|6|0|31|4|3|4|1
4834|WISEA J103641.64+383619.1|159.17351 |  38.60532 |QSO|501423| 1.672566 |SLS |19.3g|  0.000|26|0|42|9|11|6|0
4835|SDSS J103641.66+432734.8|159.17361 |  43.45968 |*|826189| 2.755869 |SLS |21.8g|  0.000|7|0|5|3|2|3|0
4836|SDSS J103641.81+423948.9|159.17422 |  42.66363 |*|1009496| 3.367316 |SLS |21.5g|  0.000|11|0|5|4|4|4|1
4837|WISEA J103642.20+400204.9|159.17585 |  40.03470 |QSO|883720| 2.947771 |SLS |20.4g|  0.000|33|0|38|10|15|8|0
4838|WISEA J103642.30+582550.3|159.17645 |  58.43050 |*|254824| 0.850000 |PUN |21.6g|  0.000|4|0|39|5|2|4|0
4839|WISEA J103642.85+583547.3|159.17858 |  58.59648 |G|164886| 0.550000 |PUN |22.2g|  0.000|1|0|41|3|1|4|0
4840|WISEA J103644.10+585449.6|159.18378 |  58.91379 |*|794450| 2.650000 |PUN |20.1g|  0.000|1|0|41|4|1|4|0
4841|WISEA J103644.22+583528.3|159.18426 |  58.59121 |G|704512| 2.350000 |PUN |21.1g|  0.000|1|0|43|4|1|4|0
4842|WISEA J103644.74+405305.9|159.18643 |  40.88498 |QSO|584286| 1.948968 |SLS |18.8g|  0.000|29|0|40|11|14|8|0
4843|WISEA J103644.97+580136.2|159.18740 |  58.02675 |G|704512| 2.350000 |PUN |22.7g|  0.000|1|0|41|3|1|4|0
4844|WISEA J103645.06+550032.4|159.18777 |  55.00902 |QSO|598564| 1.996594 |SLS |19.4g|  0.000|32|0|46|10|14|8|0
4845|SDSS J103645.06+580600.2|159.18779 |  58.10008 |*|374741| 1.250000 |PUN |22.2g|  0.000|3|0|19|2|1|4|0
4846|WISEA J103645.15+370701.2|159.18816 |  37.11703 |QSO|243086| 0.810848 |SLS |17.0g|  0.000|35|0|43|12|15|8|2
4847|WISEA J103645.40+302450.8|159.18917 |  30.41414 |G|243337| 0.811684 |SLS |20.9g|  0.000|6|0|31|6|5|4|0
4848|WISEA J103645.66+334834.1|159.19027 |  33.80945 |QSO|298633| 0.996133 |SLS |20.2g|  0.000|19|0|41|8|10|8|0
4849|WISEA J103645.95+375614.4|159.19147 |  37.93735 |QSO|203696| 0.679457 |SLS |20.4g|  0.000|17|0|41|6|9|8|0
4850|WISEA J103646.00+583055.3|159.19169 |  58.51537 |G|1663848| 5.550000 |PUN |22.4g|  0.000|1|0|44|4|1|4|0
4851|WISEA J103646.31+310555.2|159.19296 |  31.09868 |QSO| 94912| 0.316593 |SLS |19.6g|  0.000|6|0|61|8|4|8|0
4852|WISEA J103646.38+344824.2|159.19325 |  34.80675 |QSO|336239| 1.121572 |SLS |19.0g|  0.000|25|0|45|8|11|8|0
4853|WISEA J103646.53+533636.5|159.19389 |  53.61015 |*|239452| 0.798727 |SLS |21.2g|  0.000|3|0|17|4|3|4|0
4854|SDSS J103646.84+454340.0|159.19520 |  45.72780 |*|883432| 2.946810 |SLS |21.5g|  0.000|7|0|5|4|3|4|0
4855|WISEA J103646.93+482420.6|159.19554 |  48.40573 |QSO|335112| 1.117813 |SLS |18.9g|  0.000|31|0|45|8|13|8|0
4856|WISEA J103647.01+432303.3|159.19569 |  43.38440 |*|945515| 3.153897 |SLS |21.6g|  0.000|9|0|17|4|3|4|0
4857|WISEA J103647.01+580006.7|159.19604 |  58.00206 |*|284803| 0.950000 |PUN |22.0g|  0.000|1|0|35|4|1|4|0
4858|SBS 1033+556|159.19826 |  55.37769 |QSO|270664| 0.902839 |SLS |17.8g|  0.000|35|0|51|9|13|8|0
4859|SDSS J103647.82+575805.0|159.19928 |  57.96807 |G|314782| 1.050000 |PUN |21.8g|  0.000|1|0|33|3|1|4|0
4860|WISEA J103648.23+313952.3|159.20105 |  31.66448 |QSO|343958| 1.147320 |SLS |20.3g|  0.000|18|0|50|9|11|8|0
4861|FBQS J103648.4+370307|159.20213 |  37.05210 |QSO|478370| 1.595672 |SLS |18.7g|  0.000|31|0|49|11|10|8|0
4862|WISEA J103649.62+404630.1|159.20675 |  40.77505 |QSO|453553| 1.512889 |SLS |18.9g|  0.000|28|0|40|9|12|8|0
4863|WISEA J103650.08+510446.5|159.20867 |  51.07960 |*|142527| 0.475419 |SUN |20.0g|  0.000|8|0|17|5|6|4|0
4864|WISEA J103650.67+573622.0|159.21113 |  57.60611 |G|704512| 2.350000 |PUN |24.0g|  0.000|1|0|22|3|1|0|0
4865|WISEA J103651.01+584546.9|159.21268 |  58.76329 |*| 44969| 0.150000 |PUN |21.5g|  0.000|2|0|31|3|1|4|0
4866|WISEA J103651.15+585719.7|159.21313 |  58.95547 |*|651950| 2.174671 |SLS |21.2g|  0.000|6|0|31|4|3|4|0
4867|WISEA J103651.26+431729.4|159.21335 |  43.29158 |*|811757| 2.707730 |SLS |20.6g|  0.000|9|0|17|5|2|4|0
4868|WISEA J103651.33+580252.5|159.21391 |  58.04792 |G|104927| 0.350000 |PUN |20.6g|  0.000|1|0|49|5|1|4|0
4869|WISEA J103651.63+585229.0|159.21514 |  58.87474 |G|104927| 0.350000 |PUN |22.3g|  0.000|1|0|39|3|1|4|0
4870|WISEA J103651.77+544610.6|159.21573 |  54.76964 |QSO|503676| 1.680082 |SLS |19.4g|  0.000|32|0|46|10|14|8|0
4871|WISEA J103651.93+575950.9|159.21641 |  57.99750 |QSO|149709| 0.499374 |SLS |19.0g|  0.000|37|0|86|14|15|8|0
4872|WISEA J103652.04+580142.4|159.21684 |  58.02846 |*|378424| 1.262288 |SLS |20.4g|  0.000|6|0|39|6|3|4|0
4873|WISEA J103652.79+402529.2|159.22000 |  40.42480 |QSO|423561| 1.412846 |SLS |18.2g|  0.000|25|0|38|9|13|8|0
4874|WISEA J103653.04+584734.2|159.22102 |  58.79285 |QSO|374102| 1.247870 |SLS |20.2g|  0.000|29|0|74|10|13|8|0
4875|SDSS J103653.08+532116.9|159.22123 |  53.35472 |QSO|394954| 1.317425 |SLS |18.9g|  0.000|32|0|26|7|14|8|0
4876|WISEA J103653.15+574904.2|159.22142 |  57.81786 |*| 74948| 0.250000 |PUN |21.6g|  0.000|4|0|39|5|2|4|0
4877|WISEA J103653.25+522204.3|159.22191 |  52.36787 |QSO|194403| 0.648458 |SLS |19.1g|  0.000|29|0|41|9|14|8|0
4878|WISEA J103653.27+490351.4|159.22197 |  49.06430 |QSO|844943| 2.818426 |SLS |19.7g|  0.000|34|0|38|9|13|8|0
4879|WISEA J103653.47+382457.6|159.22282 |  38.41601 |*|353455| 1.179000 |SUN |19.9g|  0.000|4|0|21|4|2|4|0
4880|WISEA J103654.13+451358.9|159.22557 |  45.23305 |QSO|318657| 1.062924 |SLS |19.3g|  0.000|29|0|43|10|11|8|1
4881|SDSS J103654.14+582320.3|159.22559 |  58.38899 |G|1034284| 3.450000 |PUN |20.7g|  0.000|1|0|27|2|1|4|0
4882|SDSS J103654.28+370440.1|159.22622 |  37.07781 |*|724138| 2.415465 |SLS |21.8g|  0.000|8|0|5|4|3|4|0
4883|WISEA J103654.47+582705.2|159.22722 |  58.45152 |G| 74948| 0.250000 |PUN |22.4g|  0.000|1|0|41|3|1|4|0
4884|WISEA J103654.58+575215.7|159.22745 |  57.87105 |G|104927| 0.350000 |PUN |23.6g|  0.000|1|0|26|3|1|0|0
4885|WISEA J103654.67+362201.9|159.22783 |  36.36722 |QSO|254465| 0.848805 |SLS |19.2g|  0.000|23|0|37|6|10|8|1
4886|SDSS J103654.87+353314.2|159.22865 |  35.55397 |QSO|523138| 1.745000 |PUN |21.6g|  0.000|1|0|0|1|1|0|0
4887|SDSS J103655.51+405844.3|159.23132 |  40.97898 |*|667073| 2.225116 |SLS |20.6g|  0.000|11|0|5|5|5|4|0
4888|WISEA J103655.57+442526.9|159.23155 |  44.42416 |*|234193| 0.781183 |SUN |20.9g|  0.000|8|0|17|5|5|4|0
4889|WISEA J103656.28+583523.1|159.23450 |  58.58976 |*|794450| 2.650000 |PUN |19.2g|  0.000|1|0|37|4|1|4|0
4890|WISEA J103656.30+585650.4|159.23464 |  58.94736 |G|104927| 0.350000 |PUN |21.6g|  0.000|1|0|41|4|1|4|0
4891|WISEA J103656.55+474948.1|159.23566 |  47.83004 |QSO|450447| 1.502528 |SLS |19.3g|  0.000|28|0|43|9|13|8|0
4892|WISEA J103657.59+465638.0|159.23999 |  46.94390 |G| 24107| 0.080411 |SLS |18.0g|  0.000|10|0|53|9|5|8|0
4893|WISEA J103657.95+335649.6|159.24138 |  33.94726 |QSO|635871| 2.121036 |SLS |20.2g|  0.000|18|0|42|6|8|8|0
4894|WISEA J103657.93+345738.8|159.24139 |  34.96078 |QSO| 77973| 0.260090 |SLS |18.6g|  0.000|25|0|57|14|11|8|0
4895|WISEA J103658.04+492259.4|159.24185 |  49.38319 |QSO|398114| 1.327966 |SLS |18.8g|  0.000|32|0|48|8|13|8|0
4896|WISEA J103658.89+332508.9|159.24539 |  33.41915 |QSO|240376| 0.801808 |SLS |19.7g|  0.000|22|0|45|7|10|8|0
4897|SDSS J103658.95+442730.5|159.24571 |  44.45851 |*|660271| 2.202426 |SLS |21.7g|  0.000|7|0|5|3|2|4|0
4898|WISEA J103659.78+574946.5|159.24909 |  57.82961 |G|224844| 0.750000 |PUN |22.2g|  0.000|1|0|45|4|1|4|0
4899|WISEA J103700.09+581646.1|159.25050 |  58.27964 |G| 44969| 0.150000 |PUN |23.7g|  0.000|1|0|36|4|1|0|0
4900|WISEA J103700.24+584907.1|159.25102 |  58.81865 |QSO|521876| 1.740792 |SLS |19.7g|  0.000|33|0|73|11|13|8|0
4901|WISEA J103700.36+581319.7|159.25142 |  58.22215 |G|1034284| 3.450000 |PUN |21.0g|  0.000|1|0|59|6|1|4|0
4902|WISEA J103700.55+303028.1|159.25231 |  30.50781 |QSO|317536| 1.059185 |SLS |19.2g|  0.000|23|0|45|8|11|8|0
4903|WISEA J103700.60+451408.7|159.25253 |  45.23576 |QSO|448106| 1.494721 |SLS |19.1g|  0.000|26|0|44|10|12|8|1
4904|WISEA J103700.72+390432.6|159.25301 |  39.07572 |*|217663| 0.726045 |SUN |20.2g|  0.000|10|0|23|7|6|4|0
4905|WISEA J103700.85+382743.9|159.25354 |  38.46221 |QSO|633083| 2.111736 |SLS |18.8g|  0.000|23|0|38|7|11|8|0
4906|SDSS J103701.44+585208.9|159.25601 |  58.86915 |G| 44969| 0.150000 |PUN |21.8g|  0.000|1|0|33|3|1|4|0
4907|WISEA J103701.44+335943.9|159.25601 |  33.99555 |QSO|590153| 1.968538 |SLS |19.6g|  0.000|24|0|38|8|12|8|0
4908|SDSS J103701.98+574415.0|159.25826 |  57.73752 |G|254824| 0.850000 |SMU |22.2g|  0.000|6|0|30|6|4|4|1
4909|WISEA J103702.38+440212.1|159.25993 |  44.03671 |QSO|307808| 1.026736 |SLS |18.2g|  0.000|27|0|43|10|12|8|0
4910|WISEA J103702.51+451748.7|159.26046 |  45.29691 |QSO|1227333| 4.093940 |SLS |21.6g|  0.000|27|0|38|9|15|8|0
4911|WISEA J103702.69+425129.5|159.26124 |  42.85820 |QSO|668610| 2.230241 |SLS |19.1g|  0.000|31|0|38|8|12|8|0
4912|WISEA J103702.73+490114.6|159.26142 |  49.02069 |QSO|484204| 1.615131 |SLS |19.5g|  0.000|23|0|47|7|11|8|0
4913|SDSS J103703.31+440147.5|159.26383 |  44.02989 |*|712355| 2.376161 |SLS |21.8g|  0.000|7|0|7|4|2|4|0
4914|WISEA J103703.55+341106.8|159.26483 |  34.18524 |QSO|562580| 1.876565 |SLS |19.3g|  0.000|25|0|42|10|13|8|0
4915|WISEA J103703.64+454054.2|159.26518 |  45.68173 |QSO|476098| 1.588092 |SLS |20.1g|  0.000|14|0|20|6|5|4|0
4916|SDSS J103704.24+580236.2|159.26767 |  58.04339 |G|434699| 1.450000 |PUN |23.1g|  0.000|1|0|14|2|1|0|0
4917|WISEA J103704.36+312305.2|159.26817 |  31.38480 |QSO|231622| 0.772609 |SLS |20.4g|  0.000|20|0|47|10|11|8|0
4918|WISEA J103704.86+365741.3|159.27030 |  36.96128 |*|930400| 3.103481 |SLS |20.4g|  0.000|11|0|17|6|6|4|0
4919|WISEA J103705.23+463128.7|159.27180 |  46.52465 |QSO|515527| 1.719613 |SLS |19.1g|  0.000|31|0|42|10|15|8|0
4920|WISEA J103705.23+482455.1|159.27234 |  48.41556 |QSO| 67453| 0.225000 |PUN |22.0g|  0.000|1|0|12|2|1|0|0
4921|WISEA J103705.42+405035.4|159.27259 |  40.84317 |*|317480| 1.059000 |SUN |19.7g|  0.000|4|0|19|4|2|4|0
4922|WISEA J103705.75+393415.1|159.27397 |  39.57089 |*|622669| 2.076999 |SUN |19.9g|  0.000|4|0|19|4|2|4|0
4923|WISEA J103705.94+394250.3|159.27479 |  39.71400 |QSO| 67623| 0.225567 |SLS |19.2g|  0.000|15|0|48|11|6|8|1
4924|WISEA J103706.09+512217.3|159.27540 |  51.37149 |QSO| 87059| 0.290399 |SLS |20.4g|  0.000|5|0|47|4|3|8|0
4925|WISEA J103706.48+531341.5|159.27701 |  53.22820 |QSO|444172| 1.481597 |SLS |19.6g|  0.000|23|0|42|7|11|8|0
4926|WISEA J103706.81+590547.2|159.27839 |  59.09647 |UvES|514144| 1.715000 |PUN |20.0r|  0.000|5|0|39|5|2|4|0
4927|WISEA J103707.88+581124.6|159.28284 |  58.19018 |*|194865| 0.650000 |PUN |23.0g|  0.000|2|0|31|3|1|4|0
4928|WISEA J103708.14+320630.3|159.28394 |  32.10843 |QSO|481721| 1.606848 |SLS |19.9g|  0.000|18|0|38|6|10|8|0
4929|WISEA J103709.07+341824.6|159.28780 |  34.30679 |*|524937| 1.751000 |SUN |19.8g|  0.000|4|0|20|4|2|4|0
4930|WISEA J103709.08+312153.8|159.28786 |  31.36497 |QSO|667247| 2.225696 |SLS |20.3g|  0.000|22|0|38|7|11|8|0
4931|WISEA J103709.50+584347.4|159.28960 |  58.72984 |UvES|280509| 0.935676 |SUN |20.3r|  0.000|10|0|49|8|5|4|0
4932|WISEA J103709.71+412742.1|159.29036 |  41.46187 |*|795841| 2.654641 |SLS |20.6g|  0.000|11|0|17|7|6|4|0
4933|WISEA J103709.83+572600.9|159.29108 |  57.43356 |*|164886| 0.550000 |PUN |23.6g|  0.000|1|0|24|3|1|0|0
4934|WISEA J103709.97+583052.4|159.29155 |  58.51457 |G|224844| 0.750000 |PUN |21.9g|  0.000|1|0|41|3|1|4|0
4935|SDSS J103710.05+584649.0|159.29191 |  58.78028 |G|224844| 0.750000 |PUN |22.0g|  0.000|1|0|29|3|1|4|0
4936|WISEA J103710.21+584823.6|159.29254 |  58.80657 |UvES|472173| 1.575000 |PUN |20.6r|  0.000|7|0|49|6|2|4|0
4937|WISEA J103710.45+343935.7|159.29357 |  34.65994 |QSO|714114| 2.382028 |SLS |19.0g|  0.000|29|0|38|9|14|8|0
4938|WISEA J103710.67+580943.4|159.29446 |  58.16206 |*| 44969| 0.150000 |PUN |22.5g|  0.000|2|0|38|5|1|4|0
4939|WISEA J103710.75+575939.7|159.29482 |  57.99438 |G| 74948| 0.250000 |PUN |21.0g|  0.000|1|0|30|4|1|0|0
4940|WISEA J103710.82+400752.1|159.29512 |  40.13114 |*|981866| 3.275152 |SLS |19.6g|  0.000|11|0|17|7|6|4|0
4941|WISEA J103711.03+574243.7|159.29596 |  57.71215 |G|704512| 2.350000 |PUN |21.6g|  0.000|1|0|51|4|1|4|0
4942|WISEA J103711.05+313433.6|159.29604 |  31.57600 |QSO|1472618| 4.912125 |SLS |19.5i|  0.000|27|0|37|9|16|8|0
4943|WISEA J103711.26+585848.7|159.29692 |  58.98020 |G|279359| 0.931840 |UUN |22.2g|  0.000|5|0|47|7|3|4|0
4944|WISEA J103711.22+590706.5|159.29703 |  59.11886 |*|554616| 1.850000 |PUN |21.0g|  0.000|5|0|31|3|2|4|0
4945|WISEA J103712.13+470703.4|159.30056 |  47.11764 |QSO|454055| 1.514564 |SLS |18.4g|  0.000|31|0|44|9|13|8|0
4946|WISEA J103712.16+520249.0|159.30070 |  52.04697 |QSO|444035| 1.481140 |SLS |19.7g|  0.000|29|0|46|9|13|8|0
4947|4C +40.26|159.30180 |  40.19399 |G|248828| 0.830000 |UUN |21.0R|  0.000|23|0|10|7|1|0|1
4948|WISEA J103712.52+483043.7|159.30217 |  48.51215 |QSO|507356| 1.692357 |SLS |19.0g|  0.000|30|0|42|8|13|8|0
4949|WISEA J103712.87+545056.4|159.30363 |  54.84901 |QSO|565275| 1.885553 |SLS |18.7g|  0.000|36|0|41|10|14|8|0
4950|WISEA J103713.12+575619.4|159.30467 |  57.93874 |*| 74948| 0.250000 |PUN |21.2g|  0.000|4|0|39|5|2|4|0
4951|WISEA J103714.31+311537.8|159.30963 |  31.26052 |QSO| -1721|-0.005742 |SLS |20.0g|  0.000|26|0|44|12|14|8|0
4952|WISEA J103714.40+573231.7|159.31003 |  57.54216 |*|1154201| 3.850000 |PUN |22.9g|  0.000|1|0|29|3|1|4|0
4953|WISEA J103714.60+583709.6|159.31085 |  58.61934 |*|222242| 0.741321 |SLS |20.1g|  0.000|5|0|49|7|2|4|0
4954|WISEA J103715.24+554737.2|159.31362 |  55.79371 |QSO|888933| 2.965161 |SLS |20.3g|  0.000|27|0|38|7|14|4|0
4955|WISEA J103715.34+465014.4|159.31406 |  46.83733 |QSO|646758| 2.157351 |SLS |19.9g|  0.000|17|0|47|11|5|7|0
4956|WISEA J103715.84+583216.1|159.31576 |  58.53789 |*|704512| 2.350000 |PUN |23.3g|  0.000|1|0|31|3|1|4|0
4957|B3 1034+470|159.31732 |  46.83914 |QSO||||19.88|  0.000|10|0|5|4|0|0|0
4958|WISEA J103716.65+330409.3|159.31940 |  33.06927 |QSO|502138| 1.674951 |SLS |19.8g|  0.000|20|0|42|7|10|8|0
4959|WISEA J103716.65+395425.4|159.31942 |  39.90708 |G|236219| 0.787941 |SUN |20.8g|  0.000|8|0|27|5|5|4|0
4960|WISEA J103716.67+430916.3|159.31949 |  43.15431 |*|802236| 2.675970 |SLS |19.9g|  0.000|10|0|17|5|3|4|0
4961|WISEA J103716.83+430945.9|159.32025 |  43.16245 |*|985118| 3.286000 |SUN |21.1g|  0.000|5|0|17|3|2|4|0
4962|WISEA J103716.98+563456.8|159.32077 |  56.58246 |QSO|376942| 1.257343 |SLS |19.1g|  0.000|35|0|56|10|13|6|0
4963|WISEA J103717.14+581259.8|159.32126 |  58.21636 |*|164886| 0.550000 |PUN |22.9g|  0.000|1|0|32|4|1|4|0
4964|WISEA J103717.44+585651.9|159.32267 |  58.94776 |*|674533| 2.250000 |PUN |21.7g|  0.000|3|0|34|4|2|4|0
4965|WISEA J103718.21+391346.9|159.32588 |  39.22972 |QSO|103097| 0.343895 |SLS |19.2g|  0.000|19|0|53|10|9|8|0
4966|WISEA J103718.23+302509.1|159.32598 |  30.41920 |QSO|679777| 2.267491 |SLS |19.1g|  0.000|33|0|44|14|16|8|0
4967|SDSS J103719.10+584256.6|159.32958 |  58.71572 |G|104927| 0.350000 |PUN |22.7g|  0.000|1|0|14|2|1|0|0
4968|SDSS J103719.18+584207.4|159.32995 |  58.70207 |*|1034284| 3.450000 |PUN |21.7g|  0.000|3|0|23|3|2|4|0
4969|SDSS J103719.25+532843.9|159.33029 |  53.47897 |*|687340| 2.292720 |SLS |21.0g|  0.000|4|0|5|3|4|3|0
4970|WISEA J103719.35+530728.1|159.33064 |  53.12447 |QSO| 98454| 0.328406 |SLS |19.5g|  0.000|23|0|53|10|13|8|0
4971|WISEA J103720.03+580147.8|159.33342 |  58.02983 |G|704512| 2.350000 |PUN |24.1g|  0.000|1|0|22|3|1|0|0
4972|WISEA J103720.09+503237.2|159.33374 |  50.54368 |*|127802| 0.426300 |SLS |20.6g|  0.000|6|0|22|5|4|4|0
4973|WISEA J103720.22+582308.8|159.33462 |  58.38583 |*|1094243| 3.650000 |PUN |22.5g|  0.000|1|0|26|3|1|0|0
4974|SDSS J103721.04+381621.2|159.33773 |  38.27259 |*|715115| 2.385365 |SLS |21.7g|  0.000|8|0|5|3|2|4|0
4975|WISEA J103721.15+590755.7|159.33813 |  59.13215 |QSO|180551| 0.602252 |SLS |19.5g|  0.000|31|0|73|11|14|8|0
4976|WISEA J103721.47+451951.8|159.33949 |  45.33108 |QSO|117613| 0.392316 |SLS |19.8g|  0.000|22|0|51|10|11|8|0
4977|WISEA J103722.17+475523.6|159.34239 |  47.92324 |QSO| 53292| 0.177762 |SLS |18.8g|  0.000|10|0|53|8|5|8|1
4978|WISEA J103722.50+590610.0|159.34437 |  59.10272 |G|344761| 1.150000 |PUN |22.3g|  0.000|1|0|39|3|1|4|0
4979|WISEA J103723.08+572040.4|159.34628 |  57.34433 |*|704512| 2.350000 |PUN |20.0g|  0.000|1|0|31|3|1|4|0
4980|WISEA J103723.41+585630.6|159.34741 |  58.94190 |*|254824| 0.850000 |PUN |24.6g|  0.000|1|0|31|3|1|4|0
4981|WISEA J103723.70+590331.9|159.34876 |  59.05886 |*|254824| 0.850000 |PUN |23.0g|  0.000|1|0|26|3|1|0|0
4982|WISEA J103723.71+363341.7|159.34883 |  36.56160 |*|155707| 0.519381 |SUN |20.3g|  0.000|8|0|21|5|4|4|0
4983|WISEA J103724.33+453810.6|159.35139 |  45.63629 |*|684924| 2.284659 |SLS |19.5g|  0.000|12|0|17|4|3|4|0
4984|WISEA J103724.47+581638.0|159.35198 |  58.27725 |*|584595| 1.950000 |PUN |21.1g|  0.000|6|0|35|4|2|4|0
4985|SBS 1034+583|159.35304 |  58.08695 |QSO|455341| 1.518854 |SLS |17.7g|  0.000|47|0|87|20|22|8|0
4986|SDSS J103724.76+371627.0|159.35322 |  37.27419 |*|522238| 1.741999 |SUN |20.2g|  0.000|5|0|9|3|2|4|0
4987|WISEA J103725.36+305959.7|159.35567 |  30.99993 |QSO|212409| 0.708520 |SLS |19.9g|  0.000|18|0|45|7|9|8|0
