

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-04-12T14:47:45PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
14103|WISEA J113237.08+330541.7|173.15464 |  33.09497 |QSO|954566| 3.184090 |SLS |20.3g|  0.000|34|0|43|12|16|8|0
14104|WISEA J113237.81+360241.0|173.15756 |  36.04475 |*|762282| 2.542698 |SLS |19.3g|  0.000|13|0|17|7|7|4|0
14105|WISEA J113238.22+391357.6|173.15918 |  39.23310 |QSO|793931| 2.648270 |SLS |20.2g|  0.000|24|0|38|7|10|8|0
14106|WISEA J113239.65+583837.5|173.16537 |  58.64388 |QSO|665188| 2.218829 |SLS |19.8g|  0.000|12|0|17|5|5|4|0
14107|WISEA J113239.77+351957.2|173.16575 |  35.33257 |*|191194| 0.637755 |SUN |19.6g|  0.000|4|0|17|4|3|4|0
14108|UGC 06527 NED03|173.16768 |  52.95037 |G|  7932| 0.026459 |SUN |14.8g|  0.000|99|2|113|40|30|10|0
14109|WISEA J113241.07+590957.6|173.17116 |  59.16601 |QSO|185609| 0.619126 |SLS |19.6g|  0.000|14|0|21|6|5|4|0
14110|SDSS J113242.74+524532.5|173.17811 |  52.75903 |QSO|514144| 1.715000 |PUN |19.7g|  0.000|3|0|0|1|1|0|0
14111|WISEA J113243.30+542105.7|173.18042 |  54.35159 |QSO|    49| 0.000162 |SLS |19.3g|  0.000|32|0|45|10|13|8|0
14112|WISEA J113243.37+543837.8|173.18072 |  54.64385 |QSO|332137| 1.107890 |SLS |18.6g|  0.000|31|0|45|11|15|8|0
14113|WISEA J113243.60+514938.8|173.18167 |  51.82747 |QSO|206355| 0.688325 |SLS |19.2g|  0.000|30|0|43|11|15|8|0
14114|WISEA J113244.62+343551.3|173.18592 |  34.59759 |QSO|170410| 0.568427 |SLS |19.1g|  0.000|26|0|62|11|11|9|0
14115|WISEA J113244.91+395110.3|173.18713 |  39.85287 |QSO|532310| 1.775596 |SLS |20.3g|  0.000|20|0|41|7|10|8|0
14116|SDSS J113244.99+351539.9|173.18748 |  35.26109 |QSO|562642| 1.876770 |SLS |19.6g|  0.000|24|0|30|8|12|8|0
14117|WISEA J113245.18+354829.4|173.18827 |  35.80819 |QSO|345551| 1.152633 |SLS |19.4g|  0.000|24|0|40|9|12|8|1
14118|WISEA J113245.23+355220.8|173.18849 |  35.87246 |QSO|905752| 3.021264 |SLS |19.6g|  0.000|32|0|38|11|14|8|0
14119|WISEA J113245.30+311850.6|173.18877 |  31.31408 |QSO|687870| 2.294488 |SLS |18.0g|  0.000|35|0|45|10|12|6|0
14120|WISEA J113245.50+431638.0|173.18961 |  43.27724 |QSO|307640| 1.026178 |SLS |17.4g|  0.000|35|0|46|12|14|8|0
14121|WISEA J113246.15+425438.5|173.19230 |  42.91072 |QSO|244401| 0.815234 |SLS |19.4g|  0.000|25|0|41|8|10|8|0
14122|FBQS J113246.3+374056|173.19324 |  37.68239 |QSO|314240| 1.048192 |SLS |18.3g|  0.000|29|0|49|11|12|8|0
14123|SDSS J113247.33+402125.9|173.19722 |  40.35722 |*|734641| 2.450498 |SLS |20.7g|  0.000|10|0|5|3|4|4|0
14124|WISEA J113247.35+583829.3|173.19733 |  58.64150 |QSO|380296| 1.268531 |SLS |19.9g|  0.000|13|0|21|6|5|4|0
14125|WISEA J113250.54+310233.8|173.21059 |  31.04274 |*|113125| 0.377345 |SUN |19.8g|  0.000|9|0|21|7|7|4|0
14126|WISEA J113250.75+562735.9|173.21146 |  56.45998 |*|692592| 2.310237 |SLS |19.5g|  0.000|7|0|17|4|3|4|0
14127|WISEA J113251.12+541031.7|173.21304 |  54.17547 |QSO|487684| 1.626740 |SLS |19.5g|  0.000|42|0|44|16|14|8|1
14128|SDSS J113251.47+450447.9|173.21448 |  45.08000 |QSO|103002| 0.343577 |SLS |19.0g|  0.000|21|0|33|7|8|8|0
14129|WISEA J113252.69+575157.7|173.21955 |  57.86603 |QSO|334884| 1.117051 |SLS |19.1g|  0.000|31|0|43|10|16|8|0
14130|SDSS J113252.99+375444.0|173.22082 |  37.91223 |QSO|452984| 1.510992 |SLS |19.6g|  0.000|20|0|29|7|11|8|0
14131|WISEA J113253.67+530339.2|173.22364 |  53.06090 |G|152574| 0.508932 |SUN |20.8g|  0.000|7|0|39|9|7|4|0
14132|WISEA J113255.60+313009.6|173.23168 |  31.50268 |QSO|626549| 2.089943 |SLS |18.4g|  0.000|25|0|38|7|11|8|0
14133|WISEA J113258.87+353956.6|173.24515 |  35.66564 |*|923718| 3.081190 |SLS |21.0g|  0.000|11|0|17|5|5|4|0
14134|WISEA J113259.20+462730.1|173.24668 |  46.45838 |*|213293| 0.711469 |SUN |21.1g|  0.000|8|0|17|5|6|4|0
14135|SDSS J113259.34+335741.9|173.24728 |  33.96165 |*|799589| 2.667140 |SLS |21.6g|  0.000|7|0|5|3|2|4|0
14136|WISEA J113259.76+420838.2|173.24901 |  42.14395 |QSO|271750| 0.906461 |SLS |20.3g|  0.000|20|0|41|6|9|8|0
14137|WISEA J113259.96+355438.1|173.24986 |  35.91060 |QSO|289906| 0.967021 |SLS |19.1g|  0.000|24|0|40|11|13|8|0
14138|WISEA J113300.18+515016.9|173.25083 |  51.83805 |QSO|505765| 1.687050 |SLS |19.5g|  0.000|28|0|44|9|13|8|0
14139|WISEA J113300.50+560819.7|173.25212 |  56.13883 |QSO|342407| 1.142146 |SLS |18.3g|  0.000|28|0|42|9|11|8|0
14140|WISEA J113300.59+594445.9|173.25247 |  59.74610 |*|265016| 0.883997 |SLS |20.0g|  0.000|9|0|21|7|6|4|0
14141|WISEA J113301.75+565344.0|173.25731 |  56.89558 |QSO|489546| 1.632949 |SLS |19.6g|  0.000|27|0|38|8|14|8|0
14142|WISEA J113302.35+555110.9|173.25980 |  55.85303 |*|196964| 0.657000 |SUN |20.0g|  0.000|7|0|21|6|6|4|0
14143|WISEA J113303.35+440910.9|173.26398 |  44.15305 |*|461728| 1.540160 |SLS |20.0g|  0.000|4|0|17|3|2|4|0
14144|WISEA J113303.50+320955.1|173.26460 |  32.16532 |QSO|342482| 1.142397 |SLS |18.9g|  0.000|22|0|41|8|11|8|0
14145|FBQS J113303.8+370457|173.26609 |  37.08249 |QSO|387853| 1.293737 |SLS |18.7g|  0.000|29|0|45|10|11|8|0
14146|WISEA J113304.11+500044.6|173.26717 |  50.01241 |*|214356| 0.715016 |SLS |20.4g|  0.000|7|0|25|8|6|4|0
14147|WISEA J113304.24+380209.6|173.26769 |  38.03600 |QSO|631070| 2.105024 |SLS |19.0g|  0.000|24|0|42|10|13|8|0
14148|WISEA J113304.41+561028.7|173.26838 |  56.17466 |G| 14955| 0.049885 |SLS |17.7g|  0.000|19|0|59|12|6|8|0
14149|SDSS J113304.51+370809.7|173.26883 |  37.13605 |*|283304| 0.945000 |PUN |20.5g|  0.000|3|0|5|1|1|4|0
14150|WISEA J113305.28+571206.1|173.27203 |  57.20170 |QSO|556100| 1.854949 |SLS |19.1g|  0.000|35|0|40|11|16|8|0
14151|WISEA J113305.53+365242.7|173.27307 |  36.87854 |QSO| 74964| 0.250052 |SLS |18.1g|  0.000|28|0|50|13|13|8|0
14152|WISEA J113307.03+395954.3|173.27932 |  39.99843 |QSO|650498| 2.169826 |SLS |19.9g|  0.000|20|0|38|6|10|8|0
14153|WISEA J113307.15+494540.9|173.27982 |  49.76136 |*| 83368| 0.278087 |SUN |20.2g|  0.000|9|0|29|8|7|4|0
14154|WISEA J113307.54+385637.5|173.28144 |  38.94377 |*|319579| 1.065999 |SUN |19.1g|  0.000|6|0|17|3|2|4|0
14155|WISEA J113307.64+522835.6|173.28184 |  52.47657 |QSO|1120070| 3.736150 |SLS |20.5g|  0.000|36|0|44|10|17|8|0
14156|WISEA J113307.96+404838.5|173.28321 |  40.81070 |*|813937| 2.715000 |PUN |21.2g|  0.000|5|0|17|2|1|4|0
14157|WISEA J113308.18+430636.0|173.28411 |  43.11001 |QSO|326581| 1.089356 |SLS |18.1g|  0.000|27|0|41|8|11|8|0
14158|WISEA J113308.50+315647.6|173.28546 |  31.94657 |QSO|782486| 2.610092 |SLS |19.0g|  0.000|29|0|38|8|12|8|0
14159|WISEA J113309.13+384738.6|173.28807 |  38.79407 |QSO|423433| 1.412421 |SLS |19.2g|  0.000|24|0|38|10|14|8|0
14160|WISEA J113309.17+371418.5|173.28822 |  37.23848 |*|186985| 0.623715 |SUN |20.6g|  0.000|12|0|24|8|8|4|0
14161|WISEA J113309.20+410656.3|173.28836 |  41.11564 |QSO|370589| 1.236153 |SLS |19.1g|  0.000|26|0|42|8|11|8|0
14162|WISEA J113310.63+322549.5|173.29433 |  32.43042 |QSO|309058| 1.030905 |SLS |18.6g|  0.000|26|0|41|9|12|8|0
14163|SDSS J113311.42+380013.2|173.29759 |  38.00369 |G|697556| 2.326797 |SLS |21.5g|  0.000|8|0|15|3|2|4|0
14164|WISEA J113311.45+494536.4|173.29773 |  49.76012 |*|212002| 0.707161 |SUN |20.7g|  0.000|6|0|21|6|5|4|0
14165|WISEA J113312.38+351054.9|173.30159 |  35.18192 |QSO|533095| 1.778212 |SLS |19.1g|  0.000|24|0|46|11|13|8|0
14166|WISEA J113312.84+401029.1|173.30350 |  40.17476 |QSO| 80895| 0.269838 |SLS |18.1g|  0.000|26|0|47|12|12|8|0
14167|WISEA J113314.03+441955.1|173.30847 |  44.33198 |QSO|329858| 1.100287 |SLS |19.2g|  0.000|24|0|37|7|11|8|0
14168|WISEA J113314.46+515409.3|173.31018 |  51.90263 |QSO|470132| 1.568190 |SLS |20.2g|  0.000|23|0|45|10|11|8|1
14169|SDSS J113315.29+401215.3|173.31375 |  40.20425 |*|712508| 2.376669 |SLS |21.9g|  0.000|7|0|5|3|2|4|0
14170|WISEA J113318.65+374106.0|173.32771 |  37.68500 |QSO|348492| 1.162444 |SLS |19.2g|  0.000|25|0|41|8|11|8|0
14171|WISEA J113320.25+410459.5|173.33438 |  41.08321 |QSO|242848| 0.810055 |SLS |19.0g|  0.000|25|0|41|8|11|8|0
14172|WISEA J113320.30+362255.0|173.33459 |  36.38196 |*|574402| 1.916000 |SUN |19.5g|  0.000|4|0|17|3|2|4|0
14173|WISEA J113321.96+570208.2|173.34151 |  57.03562 |QSO|442041| 1.474489 |SLS |19.7g|  0.000|21|0|42|7|11|8|0
14174|WISEA J113322.17+431247.3|173.34240 |  43.21306 |*|865713| 2.887706 |SLS |21.3g|  0.000|9|0|17|5|4|4|0
14175|WISEA J113322.35+411257.7|173.34314 |  41.21605 |*|238339| 0.795012 |SUN |20.1g|  0.000|11|0|23|8|8|4|0
14176|WISEA J113322.86+442616.4|173.34525 |  44.43791 |QSO|343932| 1.147232 |SLS |18.9g|  0.000|29|0|37|8|12|8|0
14177|WISEA J113322.97+343815.0|173.34572 |  34.63753 |QSO|354184| 1.181430 |SLS |19.4g|  0.000|25|0|41|10|13|8|0
14178|WISEA J113323.09+442725.5|173.34624 |  44.45710 |QSO|337007| 1.124134 |SLS |19.2g|  0.000|28|0|37|8|11|8|0
14179|SDSS J113323.51+323519.6|173.34799 |  32.58881 |*|697882| 2.327885 |SLS |21.4g|  0.000|12|0|5|7|6|4|0
14180|Gaia19bwn|173.34990 |  55.07108 |PofG|  2716| 0.009058 |SLS |16.4g|  0.000|16|0|28|9|8|8|0
14181|FBQS J113324.7+323449|173.35332 |  32.58036 |QSO|760023| 2.535163 |SLS |18.4g|  0.000|35|0|41|14|15|8|0
14182|WISEA J113325.18+551124.2|173.35478 |  55.19012 |QSO|520395| 1.735850 |SLS |19.6g|  0.000|29|0|46|12|14|8|0
14183|WISEA J113325.99+402638.7|173.35836 |  40.44401 |*|671926| 2.241302 |SLS |20.2g|  0.000|12|0|21|5|4|4|0
14184|WISEA J113327.55+402550.1|173.36482 |  40.43059 |QSO|192407| 0.641801 |SLS |18.8g|  0.000|23|0|41|8|11|8|0
14185|WISEA J113327.74+331823.3|173.36561 |  33.30650 |QSO| 93750| 0.312716 |SLS |19.0g|  0.000|23|0|51|10|10|8|1
14186|WISEA J113328.08+433325.2|173.36703 |  43.55701 |QSO|131301| 0.437972 |SLS |18.6g|  0.000|34|0|49|13|15|8|1
14187|WISEA J113328.65+585740.1|173.36941 |  58.96116 |QSO|186330| 0.621530 |SLS |18.8g|  0.000|38|0|54|11|15|8|0
14188|WISEA J113328.76+341641.3|173.37006 |  34.27810 |QSO|1052836| 3.511882 |SLS |20.9g|  0.000|26|0|38|6|12|8|0
14189|SDSS J113330.59+405344.5|173.37749 |  40.89570 |*|992069| 3.309184 |SLS |21.8g|  0.000|8|0|5|3|3|4|0
14190|WISEA J113330.88+380638.1|173.37870 |  38.11061 |QSO|1087988| 3.629137 |SLS |21.2g|  0.000|33|0|41|10|16|8|0
14191|SDSS J113331.00+363018.0|173.37918 |  36.50501 |QSO|676032| 2.255000 |PUN |21.5g|  0.000|1|0|0|1|1|0|0
14192|WISEA J113331.02+564542.6|173.37927 |  56.76184 |QSO|227862| 0.760067 |SLS |17.9g|  0.000|36|0|58|15|19|8|0
14193|WISEA J113331.59+461502.6|173.38163 |  46.25074 |QSO|216907| 0.723523 |SLS |18.5g|  0.000|25|0|41|9|11|8|0
14194|WISEA J113331.97+544406.1|173.38324 |  54.73505 |QSO|268151| 0.894455 |SLS |17.7g|  0.000|31|0|49|13|16|8|0
14195|WISEA J113333.21+545541.2|173.38894 |  54.92816 |QSO|922006| 3.075480 |SLS |20.4g|  0.000|24|0|38|7|13|8|0
14196|WISEA J113334.22+373627.3|173.39260 |  37.60760 |QSO|313337| 1.045181 |SLS |19.5g|  0.000|21|0|41|8|11|8|0
14197|SDSS J113334.77+384711.2|173.39491 |  38.78645 |*|677691| 2.260535 |SLS |20.1g|  0.000|10|0|5|3|3|4|0
14198|WISEA J113334.96+471944.8|173.39569 |  47.32912 |QSO| 88718| 0.295931 |SLS |19.3g|  0.000|13|0|53|7|4|8|0
14199|WISEA J113336.38+460146.1|173.40160 |  46.02948 |QSO|487915| 1.627510 |SLS |20.0g|  0.000|20|0|44|7|9|8|0
14200|WISEA J113337.53+594112.2|173.40639 |  59.68674 |*|1059766| 3.535000 |PUN |21.3g|  0.000|2|0|17|2|1|4|0
14201|WISEA J113338.28+305149.7|173.40954 |  30.86383 |QSO| -1223|-0.004080 |SLS |18.8g|  0.000|23|0|41|9|12|8|0
14202|WISEA J113338.54+463840.4|173.41062 |  46.64457 |QSO| 79550| 0.265351 |SLS |18.8g|  0.000|9|0|51|7|4|8|0
14203|WISEA J113339.36+405120.1|173.41403 |  40.85558 |*|799207| 2.665866 |SLS |21.5g|  0.000|9|0|17|4|3|4|0
14204|WISEA J113340.59+455404.7|173.41912 |  45.90142 |*|138606| 0.462340 |SUN |21.8g|  0.000|9|0|21|6|6|4|0
14205|WISEA J113341.04+503509.8|173.42103 |  50.58607 |QSO| 68219| 0.227554 |SLS |18.4g|  0.000|14|0|57|9|5|8|1
14206|WISEA J113341.26+345921.9|173.42195 |  34.98943 |QSO|703562| 2.346829 |SLS |18.9g|  0.000|36|0|38|11|16|4|0
14207|SDSS J113341.59+350733.1|173.42330 |  35.12588 |*|766747| 2.557593 |SLS |21.0g|  0.000|10|0|11|5|3|4|0
14208|WISEA J113342.74+490025.4|173.42809 |  49.00708 |QSO|387766| 1.293448 |SLS |19.0g|  0.000|34|0|47|11|15|8|0
14209|WISEA J113342.78+353135.9|173.42829 |  35.52665 |QSO| 60510| 0.201838 |SLS |17.9g|  0.000|38|1|63|17|14|10|0
14210|SDSS J113343.26+412035.2|173.43029 |  41.34313 |QSO|470245| 1.568569 |SLS |19.2g|  0.000|24|0|30|8|12|8|0
14211|WISEA J113343.45+412838.3|173.43104 |  41.47733 |QSO|570115| 1.901700 |SLS |19.4g|  0.000|25|0|38|8|12|8|0
14212|WISEA J113343.57+562036.5|173.43155 |  56.34349 |QSO|229589| 0.765827 |SLS |18.5g|  0.000|29|0|36|9|14|4|0
14213|WISEA J113344.17+381148.7|173.43404 |  38.19688 |QSO| 64692| 0.215788 |SLS |19.8g|  0.000|38|0|44|16|20|8|0
14214|WISEA J113347.37+451224.9|173.44740 |  45.20694 |QSO|111682| 0.372532 |SLS |18.7g|  0.000|26|0|54|10|10|8|0
14215|SDSS J113347.83+373014.1|173.44932 |  37.50393 |*|414613| 1.383000 |SUN |19.7g|  0.000|4|0|5|2|2|4|0
14216|SDSS J113348.58+361924.7|173.45245 |  36.32355 |*|679336| 2.266022 |SLS |21.1g|  0.000|9|0|5|3|3|4|0
14217|SDSS J113348.70+472953.3|173.45296 |  47.49818 |*|201406| 0.671817 |SLS |21.4g|  0.000|6|0|9|4|4|4|0
14218|WISEA J113348.91+463516.9|173.45382 |  46.58803 |QSO|573143| 1.911800 |SLS |19.3g|  0.000|25|0|42|10|13|8|0
14219|WISEA J113348.91+303312.2|173.45383 |  30.55339 |QSO|235312| 0.784917 |SLS |18.6g|  0.000|24|0|21|8|13|4|0
14220|WISEA J113349.80+361027.4|173.45754 |  36.17428 |QSO|348943| 1.163949 |SLS |19.6g|  0.000|28|0|42|11|15|8|0
14221|SDSS J113350.09+344922.6|173.45874 |  34.82295 |*|682426| 2.276329 |SLS |21.9g|  0.000|8|0|5|3|2|4|0
14222|PSO J173.4601+48.2420|173.46004 |  48.24204 |QSO|1868607| 6.233000 |SUN |     |  0.000|4|0|0|3|3|0|0
14223|WISEA J113350.89+424616.8|173.46205 |  42.77134 |QSO|527908| 1.760912 |SLS |19.5g|  0.000|25|0|42|9|12|8|0
14224|WISEA J113351.05+400851.7|173.46264 |  40.14753 |*|900550| 3.003911 |SLS |21.5g|  0.000|11|0|17|6|4|4|0
14225|WISEA J113351.68+371953.2|173.46536 |  37.33147 |QSO|386710| 1.289927 |SLS |19.1g|  0.000|23|0|42|8|11|6|0
14226|WISEA J113352.67+342031.6|173.46944 |  34.34232 |*|707784| 2.360914 |SLS |21.1g|  0.000|8|0|17|4|3|4|0
14227|WISEA J113355.04+502855.5|173.47934 |  50.48209 |QSO|388300| 1.295230 |SLS |18.3g|  0.000|30|0|42|10|15|8|0
14228|WISEA J113355.52+363759.4|173.48142 |  36.63304 |*|694670| 2.317170 |SLS |20.3g|  0.000|10|0|17|4|3|4|0
14229|WISEA J113357.11+314304.1|173.48797 |  31.71782 |QSO|553768| 1.847172 |SLS |19.2g|  0.000|24|0|42|9|12|8|0
14230|WISEA J113357.46+394836.4|173.48945 |  39.81012 |QSO|462032| 1.541171 |SLS |18.6g|  0.000|25|0|42|8|11|8|0
14231|WISEA J113357.56+510844.9|173.48986 |  51.14581 |QSO|472749| 1.576920 |SLS |18.9g|  0.000|31|0|43|11|16|8|0
14232|WISEA J113357.85+322055.7|173.49105 |  32.34882 |QSO|362541| 1.209307 |SLS |20.2g|  0.000|19|0|42|7|10|8|0
14233|WISEA J113358.03+432103.5|173.49182 |  43.35098 |QSO|758196| 2.529069 |SLS |18.4g|  0.000|39|0|42|15|18|8|0
14234|WISEA J113358.08+470501.2|173.49200 |  47.08369 |QSO|483631| 1.613219 |SLS |18.8g|  0.000|27|0|46|11|12|8|0
14235|WISEA J113358.82+524352.8|173.49509 |  52.73135 |QSO|605035| 2.018179 |SLS |20.0g|  0.000|20|0|46|8|11|8|0
14236|SDSS J113359.00+344030.7|173.49587 |  34.67521 |QSO|537923| 1.794319 |SLS |19.8g|  0.000|22|0|26|7|13|8|0
14237|WISEA J113400.25+441034.2|173.50105 |  44.17618 |QSO|392645| 1.309721 |SLS |19.4g|  0.000|25|0|41|10|13|8|0
14238|WISEA J113401.85+563808.1|173.50773 |  56.63561 |QSO|395797| 1.320238 |SLS |19.8g|  0.000|22|0|42|7|11|8|1
14239|WISEA J113402.21+312213.8|173.50923 |  31.37051 |QSO|415425| 1.385709 |SLS |18.5g|  0.000|25|0|42|9|11|8|0
14240|WISEA J113402.47+395107.5|173.51030 |  39.85210 |QSO|609350| 2.032571 |SLS |20.1g|  0.000|19|0|38|5|9|8|0
14241|WISEA J113402.51+394859.0|173.51048 |  39.81641 |QSO|608342| 2.029210 |SLS |20.3g|  0.000|18|0|38|5|9|8|0
14242|WISEA J113402.83+383612.8|173.51179 |  38.60356 |QSO|244406| 0.815250 |SLS |19.4g|  0.000|21|0|41|7|10|8|1
14243|WISEA J113403.22+375832.3|173.51344 |  37.97566 |QSO|394312| 1.315284 |SLS |19.1g|  0.000|24|0|42|8|10|8|0
14244|B2 1131+38A|173.51623 |  38.59783 |G|151257| 0.504538 |SLS |20.9g|  0.000|21|0|37|11|3|4|1
14245|SDSS J113404.15+333652.1|173.51733 |  33.61449 |*|659568| 2.200081 |SLS |21.3g|  0.000|9|0|5|3|2|4|0
14246|WISEA J113404.33+524506.4|173.51806 |  52.75179 |IrS||||     |  0.000|1|0|12|2|0|0|0
14247|SDSS J113404.82+463041.5|173.52014 |  46.51155 |*|183681| 0.612695 |SUN |21.3g|  0.000|8|0|9|5|6|4|0
14248|WISEA J113405.92+483904.7|173.52470 |  48.65133 |G|224686| 0.749473 |SLS |21.2g|  0.000|4|0|28|6|2|4|0
14249|WISEA J113406.87+525959.2|173.52864 |  52.99980 |QSO|529074| 1.764800 |SLS |19.2g|  0.000|46|0|69|16|17|8|0
14250|WISEA J113406.92+415559.9|173.52900 |  41.93319 |*|676577| 2.256817 |SLS |21.0g|  0.000|9|0|20|6|3|4|0
14251|WISEA J113407.01+474047.1|173.52921 |  47.67977 |QSO|180996| 0.603737 |SLS |19.0g|  0.000|27|0|45|12|13|8|0
14252|WISEA J113407.03+313517.7|173.52930 |  31.58826 |QSO|209825| 0.699902 |SLS |20.3g|  0.000|14|0|43|8|8|8|0
14253|WISEA J113407.69+415923.1|173.53193 |  41.98986 |QSO|1132790| 3.778579 |SLS |21.2g|  0.000|29|0|38|9|17|8|0
14254|WISEA J113409.21+470221.7|173.53838 |  47.03939 |*|147872| 0.493247 |SUN |19.8g|  0.000|9|0|17|6|6|4|0
14255|WISEA J113409.32+442621.0|173.53884 |  44.43918 |QSO|852049| 2.842130 |SLS |19.1g|  0.000|30|0|38|9|13|8|0
14256|WISEA J113409.72+410219.4|173.54053 |  41.03875 |QSO|486668| 1.623350 |SLS |20.4g|  0.000|18|0|38|6|10|8|0
14257|WISEA J113409.83+305246.6|173.54097 |  30.87962 |QSO|671724| 2.240631 |SLS |19.2g|  0.000|27|0|38|9|13|8|0
14258|WISEA J113410.16+354622.6|173.54234 |  35.77295 |QSO|215947| 0.720321 |SLS |18.7g|  0.000|23|0|45|9|11|8|0
14259|WISEA J113410.40+470057.0|173.54337 |  47.01584 |QSO| 82905| 0.276542 |SUN |19.1g|  0.000|17|0|50|11|11|8|0
14260|WISEA J113411.30+552720.3|173.54710 |  55.45564 |QSO|228001| 0.760530 |SLS |19.2g|  0.000|34|0|48|13|16|8|0
14261|WISEA J113411.50+304236.2|173.54794 |  30.71006 |QSO| 89267| 0.297763 |SLS |19.7g|  0.000|7|0|17|4|7|4|0
14262|WISEA J113412.00+342800.5|173.55003 |  34.46683 |QSO|139057| 0.463845 |SLS |18.8g|  0.000|23|0|41|7|10|8|0
14263|WISEA J113412.32+341318.2|173.55134 |  34.22175 |QSO|379046| 1.264362 |SLS |18.8g|  0.000|24|0|42|8|11|8|0
14264|SBS 1131+510|173.55185 |  50.81269 |QSO|225662| 0.752728 |SLS |19.2g|  0.000|28|0|41|8|12|8|0
14265|WISEA J113412.67+563826.1|173.55283 |  56.64059 |*|686188| 2.288877 |SLS |19.7g|  0.000|6|0|17|4|3|4|0
14266|B3 1131+391|173.55533 |  38.85475 |QSO|160378| 0.534962 |SLS |20.4g|  0.000|32|0|56|10|8|8|1
14267|WISEA J113413.46+395316.5|173.55608 |  39.88794 |QSO|583569| 1.946577 |SLS |20.5g|  0.000|21|0|42|8|10|8|0
14268|WISEA J113413.66+481600.7|173.55695 |  48.26687 |QSO|452771| 1.510280 |SLS |19.1g|  0.000|31|0|46|9|13|8|0
14269|WISEA J113413.86+350803.6|173.55776 |  35.13434 |*|466262| 1.555284 |SUN |19.7g|  0.000|4|0|25|5|2|4|0
14270|WISEA J113414.06+493355.7|173.55859 |  49.56548 |QSO|428967| 1.430880 |SLS |18.8g|  0.000|30|0|48|11|13|8|0
14271|SDSS J113415.20+392826.1|173.56338 |  39.47391 |QSO|1449699| 4.835675 |SLS |20.1i|  0.000|27|0|25|8|13|8|0
14272|SDSS J113415.41+400135.2|173.56422 |  40.02646 |QSO|694020| 2.315000 |PUN |21.3g|  0.000|2|0|0|1|1|0|0
14273|WISEA J113417.15+503004.5|173.57149 |  50.50127 |QSO| 78246| 0.261002 |SLS |19.1g|  0.000|15|0|56|13|8|6|1
14274|WISEA J113417.79+355051.2|173.57414 |  35.84757 |*|248528| 0.828999 |SUN |20.1g|  0.000|4|0|21|4|2|4|0
14275|WISEA J113417.85+562448.9|173.57441 |  56.41360 |G| 68281| 0.227761 |SLS |19.3g|  0.000|15|0|57|8|7|8|1
14276|WISEA J113418.77+523045.7|173.57821 |  52.51272 |QSO|130410| 0.435000 |PUN |20.1g|  0.000|2|0|12|2|1|0|0
14277|WISEA J113418.93+574204.5|173.57890 |  57.70128 |QSO|1056172| 3.523009 |SLS |19.1g|  0.000|41|0|38|12|24|8|0
14278|WISEA J113419.98+485805.8|173.58326 |  48.96828 |QSO|  6112| 0.020387 |SLS |21.3g|  0.000|33|0|39|7|14|8|0
14279|WISEA J113420.11+391509.9|173.58380 |  39.25252 |*|800243| 2.669323 |SLS |20.4g|  0.000|8|0|17|4|3|4|0
14280|WISEA J113420.70+515421.0|173.58627 |  51.90585 |QSO| 68468| 0.228383 |SLS |19.4g|  0.000|9|0|59|9|5|8|0
14281|WISEA J113421.36+405625.2|173.58901 |  40.94035 |*|161481| 0.538641 |SUN |19.8g|  0.000|9|0|21|5|4|4|0
14282|WISEA J113421.65+490051.4|173.59022 |  49.01428 |G| 68601| 0.228829 |SLS |20.2g|  0.000|11|0|53|10|5|9|0
14283|WISEA J113422.23+431743.7|173.59264 |  43.29549 |*|171998| 0.573725 |SUN |20.5g|  0.000|10|0|37|8|6|4|0
14284|WISEA J113422.82+331241.3|173.59509 |  33.21149 |*|348374| 1.162052 |SUN |19.6g|  0.000|4|0|21|4|2|4|0
14285|WISEA J113422.94+405229.7|173.59560 |  40.87493 |*|728999| 2.431679 |SLS |21.6g|  0.000|11|0|17|6|5|4|0
14286|WISEA J113423.24+410011.1|173.59686 |  41.00310 |QSO|348225| 1.161555 |SLS |20.5g|  0.000|19|0|41|8|11|8|0
14287|WISEA J113423.50+355022.2|173.59793 |  35.83952 |QSO|621152| 2.071940 |SLS |19.2g|  0.000|24|0|46|10|12|6|0
14288|WISEA J113424.05+561305.8|173.60022 |  56.21829 |*|511405| 1.705862 |SLS |20.0g|  0.000|7|0|17|4|3|4|0
14289|WISEA J113424.64+323802.5|173.60270 |  32.63404 |QSO|1694459| 5.652106 |SLS |20.7g|  0.000|31|0|44|11|16|8|0
14290|WISEA J113426.82+332647.3|173.61178 |  33.44649 |*|742394| 2.476361 |SLS |20.1g|  0.000|12|0|20|7|5|4|0
14291|FBQS J113427.8+414721|173.61587 |  41.78948 |QSO|245651| 0.819402 |SLS |17.10|  0.000|27|0|25|8|7|4|1
14292|SDSS J113427.99+565331.2|173.61664 |  56.89201 |QSO|754131| 2.515510 |SLS |19.9g|  0.000|22|0|26|4|10|8|0
